ATAC name,RNA name
chr3:151391770-151392090,chr3:151391770-151392090
chr4:74098596-74099995,CXCL2
chr4:74098596-74099995,chr4:74098596-74099995
chr4:88858479-88859876,FAM13A
chr4:88858479-88859876,chr4:88858479-88859876
chr9:99834747-99834758,NR4A3
chr9:99834747-99834758,chr9:99834747-99834758
chr10:60731197-60734091,ANK3
chr10:60731197-60734091,chr10:60731197-60734091
chr4:153705939-153706759,TLR2
chr4:153705939-153706759,chr4:153705939-153706759
ARRDC4,chr15:97959580-97962071
ARRDC4,chr15:97963090-97963374
ARRDC4,ARRDC4
AL050403.2,chr20:10671307-10675234
AL050403.2,chr20:10857265-10857847
AL050403.2,chr20:10861178-10861491
AL050403.2,AL050403.2
chr2:111022467-111023962,ACOXL
chr2:111022467-111023962,MIR4435-2HG
chr2:111022467-111023962,chr2:111022467-111023962
chr17:79732428-79734012,ENPP7
chr17:79732428-79734012,chr17:79732428-79734012
chr2:235666466-235666647,AGAP1
chr2:235666466-235666647,chr2:235666466-235666647
chr7:143458073-143458751,EPHA1-AS1
chr7:143458073-143458751,chr7:143458073-143458751
chrX:139077309-139078328,FGF13
chrX:139077309-139078328,chrX:139077309-139078328
chr1:235847992-235849757,LYST
chr1:235847992-235849757,chr1:235847992-235849757
ALOX5,chr10:45373039-45376918
ALOX5,chr10:45378855-45381650
ALOX5,chr10:45383676-45384376
ALOX5,chr10:45395505-45395972
ALOX5,chr10:45399177-45399210
ALOX5,chr10:45403952-45404682
ALOX5,chr10:45409054-45409284
ALOX5,chr10:45417706-45422918
ALOX5,chr10:45424879-45426254
ALOX5,chr10:45433952-45434527
ALOX5,chr10:45437515-45438284
ALOX5,chr10:45442591-45443897
ALOX5,ALOX5
chr11:12174263-12175064,MICAL2
chr11:12174263-12175064,chr11:12174263-12175064
chr2:11950030-11950492,MIR3681HG
chr2:11950030-11950492,chr2:11950030-11950492
chr2:65040444-65041113,LINC02245
chr2:65040444-65041113,chr2:65040444-65041113
chr4:163755008-163755482,MARCH1
chr4:163755008-163755482,chr4:163755008-163755482
chr5:1254861-1255654,TERT
chr5:1254861-1255654,chr5:1254861-1255654
chr6:157592520-157593320,ZDHHC14
chr6:157592520-157593320,chr6:157592520-157593320
chr9:20562128-20562354,MLLT3
chr9:20562128-20562354,chr9:20562128-20562354
chr2:144703561-144704735,TEX41
chr2:144703561-144704735,chr2:144703561-144704735
chr15:94234259-94234784,MCTP2
chr15:94234259-94234784,chr15:94234259-94234784
chr6:134172557-134172677,SGK1
chr6:134172557-134172677,chr6:134172557-134172677
chr6:151822480-151822846,ESR1
chr6:151822480-151822846,chr6:151822480-151822846
chr2:12552155-12552277,MIR3681HG
chr2:12552155-12552277,chr2:12552155-12552277
chr13:33349714-33350962,STARD13
chr13:33349714-33350962,chr13:33349714-33350962
chr3:142126194-142126569,TFDP2
chr3:142126194-142126569,chr3:142126194-142126569
chr17:3677116-3677292,P2RX5
chr17:3677116-3677292,chr17:3677116-3677292
chr7:28681977-28682242,CREB5
chr7:28681977-28682242,chr7:28681977-28682242
chr10:6013907-6015139,IL2RA
chr10:6013907-6015139,chr10:6013907-6015139
chr11:14074923-14075709,SPON1
chr11:14074923-14075709,chr11:14074923-14075709
chr2:86793413-86795411,CD8A
chr2:86793413-86795411,chr2:86793413-86795411
chr12:11807500-11807781,ETV6
chr12:11807500-11807781,chr12:11807500-11807781
chr5:96537134-96538159,AC104123.1
chr5:96537134-96538159,chr5:96537134-96538159
chr6:47235474-47236272,TNFRSF21
chr6:47235474-47236272,chr6:47235474-47236272
chr12:39990506-39990869,SLC2A13
chr12:39990506-39990869,chr12:39990506-39990869
AC034195.1,chr3:3296972-3297463
AC034195.1,chr3:3578684-3579165
AC034195.1,chr3:3589790-3590051
AC034195.1,AC034195.1
chr6:15507787-15509205,JARID2
chr6:15507787-15509205,chr6:15507787-15509205
chr8:118284808-118285903,SAMD12
chr8:118284808-118285903,AC023590.1
chr8:118284808-118285903,chr8:118284808-118285903
chr3:60056020-60056975,FHIT
chr3:60056020-60056975,chr3:60056020-60056975
chr2:181197170-181198947,LINC01934
chr2:181197170-181198947,chr2:181197170-181198947
chr8:124562878-124565838,MTSS1
chr8:124562878-124565838,chr8:124562878-124565838
CCDC88A,chr2:55292184-55292831
CCDC88A,chr2:55365340-55365706
CCDC88A,chr2:55403188-55403664
CCDC88A,chr2:55415501-55415873
CCDC88A,chr2:55417135-55420774
CCDC88A,CCDC88A
chr12:68175067-68176619,IFNG-AS1
chr12:68175067-68176619,chr12:68175067-68176619
chr16:17354319-17354372,XYLT1
chr16:17354319-17354372,chr16:17354319-17354372
chr22:28400976-28401410,TTC28
chr22:28400976-28401410,chr22:28400976-28401410
chr9:468210-471518,KANK1
chr9:468210-471518,chr9:468210-471518
chr1:182380874-182382837,GLUL
chr1:182380874-182382837,chr1:182380874-182382837
chr16:74774262-74775271,FA2H
chr16:74774262-74775271,chr16:74774262-74775271
chr2:102417716-102419151,IL18RAP
chr2:102417716-102419151,chr2:102417716-102419151
chr21:29436095-29437028,BACH1
chr21:29436095-29437028,chr21:29436095-29437028
chr10:89909865-89910130,LINC01374
chr10:89909865-89910130,chr10:89909865-89910130
chr2:12616466-12617760,MIR3681HG
chr2:12616466-12617760,chr2:12616466-12617760
chr8:134687477-134688160,ZFAT
chr8:134687477-134688160,chr8:134687477-134688160
chr2:11867005-11867111,MIR3681HG
chr2:11867005-11867111,chr2:11867005-11867111
chr20:60266264-60266516,MIR646HG
chr20:60266264-60266516,chr20:60266264-60266516
chr17:64115226-64116478,ERN1
chr17:64115226-64116478,chr17:64115226-64116478
chr6:136365653-136366258,MAP7
chr6:136365653-136366258,chr6:136365653-136366258
chr4:163610633-163611929,MARCH1
chr4:163610633-163611929,chr4:163610633-163611929
chr16:84577177-84577215,COTL1
chr16:84577177-84577215,chr16:84577177-84577215
chr1:66346743-66347281,PDE4B
chr1:66346743-66347281,chr1:66346743-66347281
chr7:5546629-5546905,ACTB
chr7:5546629-5546905,chr7:5546629-5546905
chr2:64113968-64116391,PELI1
chr2:64113968-64116391,chr2:64113968-64116391
TRBC2,chr7:142782798-142813716
TRBC2,TRBC2
chr2:11872633-11874225,MIR3681HG
chr2:11872633-11874225,chr2:11872633-11874225
chr3:72175300-72178276,LINC00877
chr3:72175300-72178276,chr3:72175300-72178276
chr18:80157726-80158146,PARD6G-AS1
chr18:80157726-80158146,chr18:80157726-80158146
chr5:94577797-94578355,KIAA0825
chr5:94577797-94578355,chr5:94577797-94578355
chr18:5462074-5464974,EPB41L3
chr18:5462074-5464974,chr18:5462074-5464974
chr4:25859016-25864828,SEL1L3
chr4:25859016-25864828,chr4:25859016-25864828
chr5:111223076-111225350,CAMK4
chr5:111223076-111225350,chr5:111223076-111225350
chr1:198788384-198789115,MIR181A1HG
chr1:198788384-198789115,chr1:198788384-198789115
chr1:64510990-64511484,CACHD1
chr1:64510990-64511484,chr1:64510990-64511484
chr19:2598668-2600085,GNG7
chr19:2598668-2600085,chr19:2598668-2600085
chrX:46642070-46642546,SLC9A7
chrX:46642070-46642546,chrX:46642070-46642546
chr5:66718504-66719009,MAST4
chr5:66718504-66719009,chr5:66718504-66719009
chr20:8330321-8330682,PLCB1
chr20:8330321-8330682,chr20:8330321-8330682
chr12:111126245-111127026,CUX2
chr12:111126245-111127026,chr12:111126245-111127026
chr15:60538997-60539474,RORA
chr15:60538997-60539474,chr15:60538997-60539474
chr15:41331419-41334679,NUSAP1
chr15:41331419-41334679,chr15:41331419-41334679
HEPHL1,HEPHL1
chr7:29091093-29092119,CPVL
chr7:29091093-29092119,chr7:29091093-29092119
chr13:39400933-39401678,LHFPL6
chr13:39400933-39401678,chr13:39400933-39401678
chrX:25012875-25013902,ARX
chrX:25012875-25013902,chrX:25012875-25013902
chr8:78804190-78805806,IL7
chr8:78804190-78805806,AC083837.1
chr8:78804190-78805806,chr8:78804190-78805806
chr16:78098486-78100740,WWOX
chr16:78098486-78100740,chr16:78098486-78100740
chr2:213125959-213126352,IKZF2
chr2:213125959-213126352,chr2:213125959-213126352
chr12:92362591-92364896,LINC02391
chr12:92362591-92364896,chr12:92362591-92364896
chr18:801106-801631,YES1
chr18:801106-801631,chr18:801106-801631
chr7:36686420-36687045,AOAH
chr7:36686420-36687045,chr7:36686420-36687045
IFI44L,chr1:78617415-78618157
IFI44L,chr1:78619344-78621165
IFI44L,chr1:78624069-78624240
IFI44L,chr1:78633293-78633421
IFI44L,chr1:78645602-78646338
IFI44L,IFI44L
BCL2A1,chr15:79960473-79963079
BCL2A1,chr15:79964372-79965157
BCL2A1,chr15:79965812-79974030
BCL2A1,BCL2A1
chr10:76883510-76884057,KCNMA1
chr10:76883510-76884057,chr10:76883510-76884057
chr12:9977934-9978386,CLEC12A
chr12:9977934-9978386,chr12:9977934-9978386
chr4:108165117-108169957,LEF1
chr4:108165117-108169957,LEF1-AS1
chr4:108165117-108169957,chr4:108165117-108169957
chr17:20995769-20996162,CCDC144NL-AS1
chr17:20995769-20996162,chr17:20995769-20996162
chr1:67332743-67333637,IL12RB2
chr1:67332743-67333637,chr1:67332743-67333637
chr1:61056611-61058995,NFIA
chr1:61056611-61058995,NFIA-AS2
chr1:61056611-61058995,chr1:61056611-61058995
TPO,chr2:1509116-1510118
TPO,chr2:1518201-1518908
TPO,TPO
chr10:72694487-72695620,MCU
chr10:72694487-72695620,chr10:72694487-72695620
chr15:60541778-60544126,RORA
chr15:60541778-60544126,chr15:60541778-60544126
chr17:79730480-79731183,ENPP7
chr17:79730480-79731183,chr17:79730480-79731183
chr19:2549364-2551196,GNG7
chr19:2549364-2551196,chr19:2549364-2551196
chr21:38505638-38507132,ERG
chr21:38505638-38507132,chr21:38505638-38507132
chr3:59985698-59986278,FHIT
chr3:59985698-59986278,chr3:59985698-59986278
chr6:138434761-138435376,NHSL1
chr6:138434761-138435376,chr6:138434761-138435376
chr7:17233457-17236226,AHR
chr7:17233457-17236226,AC073332.1
chr7:17233457-17236226,chr7:17233457-17236226
chr7:90629280-90629717,CDK14
chr7:90629280-90629717,chr7:90629280-90629717
chr6:15389097-15390735,JARID2
chr6:15389097-15390735,chr6:15389097-15390735
chr18:63889512-63891247,SERPINB2
chr18:63889512-63891247,chr18:63889512-63891247
CXCL9,chr4:76001807-76002600
CXCL9,CXCL9
chr1:167472872-167475241,CD247
chr1:167472872-167475241,chr1:167472872-167475241
CLRN1,chr3:150925510-150926576
CLRN1,CLRN1
chr1:159067536-159069327,AIM2
chr1:159067536-159069327,chr1:159067536-159069327
chr12:92340474-92341704,LINC02391
chr12:92340474-92341704,chr12:92340474-92341704
chr2:38128363-38131292,CYP1B1-AS1
chr2:38128363-38131292,chr2:38128363-38131292
chr4:158821394-158821581,FNIP2
chr4:158821394-158821581,chr4:158821394-158821581
chr10:19832719-19833328,PLXDC2
chr10:19832719-19833328,chr10:19832719-19833328
chr8:47644235-47644478,SPIDR
chr8:47644235-47644478,chr8:47644235-47644478
chr1:153375233-153376131,S100A12
chr1:153375233-153376131,chr1:153375233-153376131
chr7:148940422-148942655,AC073140.1
chr7:148940422-148942655,chr7:148940422-148942655
chr3:105518837-105519192,ALCAM
chr3:105518837-105519192,chr3:105518837-105519192
chr11:319005-321386,IFITM3
chr11:319005-321386,chr11:319005-321386
chr4:15020874-15021218,AC098829.1
chr4:15020874-15021218,chr4:15020874-15021218
chr5:142996274-142999033,ARHGAP26
chr5:142996274-142999033,chr5:142996274-142999033
chr6:119312525-119316202,MAN1A1
chr6:119312525-119316202,chr6:119312525-119316202
chr5:111225893-111228281,CAMK4
chr5:111225893-111228281,chr5:111225893-111228281
chr7:28297786-28298444,CREB5
chr7:28297786-28298444,chr7:28297786-28298444
chr1:160887047-160887507,ITLN1
chr1:160887047-160887507,chr1:160887047-160887507
GPR39,chr2:132416313-132416714
GPR39,chr2:132577595-132578210
GPR39,chr2:132645903-132646310
GPR39,GPR39
chr19:2677464-2678982,GNG7
chr19:2677464-2678982,chr19:2677464-2678982
chrX:72381423-72382713,HDAC8
chrX:72381423-72382713,chrX:72381423-72382713
chr11:114133898-114134021,ZBTB16
chr11:114133898-114134021,chr11:114133898-114134021
DENND1A,chr9:123385248-123385803
DENND1A,chr9:123387661-123388099
DENND1A,chr9:123388977-123389752
DENND1A,chr9:123470205-123470738
DENND1A,chr9:123549083-123549502
DENND1A,chr9:123563071-123563354
DENND1A,chr9:123608054-123608615
DENND1A,chr9:123637603-123638712
DENND1A,chr9:123658783-123659181
DENND1A,chr9:123662349-123662854
DENND1A,chr9:123679389-123679879
DENND1A,chr9:123733367-123734017
DENND1A,chr9:123741390-123741844
DENND1A,chr9:123749552-123750285
DENND1A,chr9:123753916-123754209
DENND1A,chr9:123775970-123776103
DENND1A,chr9:123796750-123796970
DENND1A,chr9:123820200-123820529
DENND1A,chr9:123832879-123833309
DENND1A,chr9:123834875-123836122
DENND1A,chr9:123865289-123868593
DENND1A,chr9:123902577-123902716
DENND1A,chr9:123926974-123930869
DENND1A,DENND1A
chr13:75312971-75313005,TBC1D4
chr13:75312971-75313005,chr13:75312971-75313005
chr7:5561716-5564315,ACTB
chr7:5561716-5564315,chr7:5561716-5564315
chr3:142148338-142150244,TFDP2
chr3:142148338-142150244,chr3:142148338-142150244
chr13:76797787-76798498,AL136441.1
chr13:76797787-76798498,chr13:76797787-76798498
AC018647.1,chr7:35714894-35715061
AC018647.1,chr7:35722625-35723479
AC018647.1,chr7:35724392-35726737
AC018647.1,chr7:35727519-35728062
AC018647.1,chr7:35728879-35731103
AC018647.1,AC018647.1
LINC01515,LINC01515
chr7:26912330-26912744,SKAP2
chr7:26912330-26912744,chr7:26912330-26912744
chr13:32019641-32019956,FRY
chr13:32019641-32019956,chr13:32019641-32019956
chr5:59596997-59597087,PDE4D
chr5:59596997-59597087,chr5:59596997-59597087
chr10:48658220-48658708,ARHGAP22
chr10:48658220-48658708,chr10:48658220-48658708
chr4:1195393-1196595,SPON2
chr4:1195393-1196595,chr4:1195393-1196595
chr14:90087085-90088111,KCNK13
chr14:90087085-90088111,chr14:90087085-90088111
chr20:19934288-19938379,RIN2
chr20:19934288-19938379,chr20:19934288-19938379
chr12:76583356-76583680,AC107032.2
chr12:76583356-76583680,chr12:76583356-76583680
chr10:128045032-128071717,PTPRE
chr10:128045032-128071717,chr10:128045032-128071717
chr16:21300370-21302144,CRYM
chr16:21300370-21302144,chr16:21300370-21302144
chr1:161543218-161543500,FCGR3A
chr1:161543218-161543500,chr1:161543218-161543500
chr2:144467616-144468172,ZEB2
chr2:144467616-144468172,chr2:144467616-144468172
C5AR1,chr19:47288273-47288866
C5AR1,chr19:47293854-47294405
C5AR1,chr19:47295927-47296723
C5AR1,chr19:47299872-47300377
C5AR1,chr19:47302062-47302783
C5AR1,chr19:47303915-47304253
C5AR1,chr19:47305228-47305816
C5AR1,chr19:47308417-47312334
C5AR1,chr19:47312889-47316236
C5AR1,chr19:47317034-47325287
C5AR1,C5AR1
chr14:90060273-90063246,KCNK13
chr14:90060273-90063246,chr14:90060273-90063246
chr8:28060803-28061490,NUGGC
chr8:28060803-28061490,chr8:28060803-28061490
TXNDC5,chr6:7900579-7900979
TXNDC5,chr6:7909358-7911627
TXNDC5,TXNDC5
chr18:5574771-5575380,EPB41L3
chr18:5574771-5575380,chr18:5574771-5575380
chr2:48126263-48126410,AC092650.1
chr2:48126263-48126410,chr2:48126263-48126410
KCNK17,chr6:39301035-39301047
KCNK17,chr6:39302881-39303764
KCNK17,chr6:39309930-39310336
KCNK17,chr6:39314421-39314739
KCNK17,KCNK17
chr1:41735592-41735955,HIVEP3
chr1:41735592-41735955,chr1:41735592-41735955
chr1:97610694-97611191,DPYD
chr1:97610694-97611191,chr1:97610694-97611191
chr15:79960473-79963079,BCL2A1
chr15:79960473-79963079,chr15:79960473-79963079
chr2:159036025-159036431,TANC1
chr2:159036025-159036431,chr2:159036025-159036431
IGHV3-49,chr14:106556688-106557089
IGHV3-49,IGHV3-49
chr6:62013849-62013961,KHDRBS2
chr6:62013849-62013961,chr6:62013849-62013961
chr7:80642757-80643976,CD36
chr7:80642757-80643976,chr7:80642757-80643976
TRPM2,chr21:44348880-44355911
TRPM2,chr21:44356536-44357125
TRPM2,chr21:44359371-44361252
TRPM2,chr21:44374758-44375981
TRPM2,chr21:44391473-44392195
TRPM2,chr21:44427927-44429013
TRPM2,TRPM2
chr1:153548254-153551670,S100A4
chr1:153548254-153551670,S100A3
chr1:153548254-153551670,chr1:153548254-153551670
chr2:10119664-10125171,RRM2
chr2:10119664-10125171,chr2:10119664-10125171
chr1:159291398-159292549,FCER1A
chr1:159291398-159292549,chr1:159291398-159292549
chr1:198497414-198498091,AL450352.1
chr1:198497414-198498091,chr1:198497414-198498091
chr13:40493457-40495795,LINC00598
chr13:40493457-40495795,chr13:40493457-40495795
chr16:68384536-68385222,SMPD3
chr16:68384536-68385222,chr16:68384536-68385222
PRF1,chr10:70598901-70599353
PRF1,chr10:70600535-70604482
PRF1,PRF1
chr6:13375249-13375782,GFOD1
chr6:13375249-13375782,chr6:13375249-13375782
chr5:133552966-133553270,FSTL4
chr5:133552966-133553270,chr5:133552966-133553270
chr6:30725033-30725384,TUBB
chr6:30725033-30725384,chr6:30725033-30725384
chr16:68416257-68419146,SMPD3
chr16:68416257-68419146,chr16:68416257-68419146
chr4:86496327-86496412,MAPK10
chr4:86496327-86496412,chr4:86496327-86496412
chr15:59353822-59355050,MYO1E
chr15:59353822-59355050,chr15:59353822-59355050
chr5:96301034-96301360,AC104123.1
chr5:96301034-96301360,chr5:96301034-96301360
chr1:184491302-184492444,C1orf21
chr1:184491302-184492444,chr1:184491302-184492444
chr13:109650861-109652901,AL163541.1
chr13:109650861-109652901,chr13:109650861-109652901
chr9:123174746-123176289,STRBP
chr9:123174746-123176289,chr9:123174746-123176289
MID1,chrX:10811008-10811599
MID1,MID1
chr22:29245471-29245950,EMID1
chr22:29245471-29245950,chr22:29245471-29245950
chr10:90847425-90847827,HTR7
chr10:90847425-90847827,chr10:90847425-90847827
SAMD4A,chr14:54563914-54568565
SAMD4A,chr14:54569162-54569558
SAMD4A,chr14:54579673-54580020
SAMD4A,chr14:54597818-54598246
SAMD4A,chr14:54622704-54623053
SAMD4A,chr14:54627107-54628690
SAMD4A,chr14:54629567-54630245
SAMD4A,chr14:54642934-54643344
SAMD4A,chr14:54669749-54670385
SAMD4A,chr14:54684288-54684670
SAMD4A,chr14:54691467-54692583
SAMD4A,chr14:54706592-54706974
SAMD4A,chr14:54711781-54712696
SAMD4A,chr14:54722800-54723201
SAMD4A,chr14:54729945-54730923
SAMD4A,chr14:54742764-54743140
SAMD4A,chr14:54773030-54774639
SAMD4A,chr14:54775699-54777311
SAMD4A,chr14:54778746-54779391
SAMD4A,chr14:54782369-54783815
SAMD4A,chr14:54787022-54787671
SAMD4A,SAMD4A
chr17:64410805-64414137,PECAM1
chr17:64410805-64414137,chr17:64410805-64414137
chr7:75711697-75712459,HIP1
chr7:75711697-75712459,chr7:75711697-75712459
chr14:105856766-105860740,IGHM
chr14:105856766-105860740,chr14:105856766-105860740
chr12:123422739-123423117,RILPL2
chr12:123422739-123423117,chr12:123422739-123423117
chrX:84501574-84502807,HDX
chrX:84501574-84502807,chrX:84501574-84502807
chr5:94595249-94595910,KIAA0825
chr5:94595249-94595910,chr5:94595249-94595910
chr14:54888429-54888479,GCH1
chr14:54888429-54888479,chr14:54888429-54888479
chr13:109654219-109656055,AL163541.1
chr13:109654219-109656055,chr13:109654219-109656055
chr6:32397189-32397588,TSBP1-AS1
chr6:32397189-32397588,chr6:32397189-32397588
chr11:27505887-27508014,BDNF-AS
chr11:27505887-27508014,chr11:27505887-27508014
HIVEP3,chr1:41515997-41516893
HIVEP3,chr1:41521394-41521700
HIVEP3,chr1:41573876-41574709
HIVEP3,chr1:41618062-41618512
HIVEP3,chr1:41623141-41623754
HIVEP3,chr1:41637373-41637644
HIVEP3,chr1:41639457-41640535
HIVEP3,chr1:41641330-41641871
HIVEP3,chr1:41650115-41650586
HIVEP3,chr1:41656122-41656494
